companyid	attribute_id	value	fiscial_year	quarter	date_inserted	source	unit
1	18	2.6	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	116	11.0	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	58	250.9	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	98	264.5	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	57	36.2	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	59	80.9	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	115	81.3	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	103	120.4	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	97	318.8	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	96	989.7	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	47	61.9	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	35	-11.1	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	46	50.8	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	40	-13.9	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	49	-13.9	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	48	-9.7	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	77	27.2	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	71	16.4	2025	4	2026-04-02 12:39:04+00	report	%
1	83	22.8	2025	4	2026-04-02 12:39:04+00	report	%
1	54	14.9	2025	4	2026-04-02 12:39:04+00	report	%
1	34	62.1	2025	4	2026-04-02 12:39:04+00	report	%
1	56	11.4	2025	4	2026-04-02 12:39:04+00	report	%
1	63	10.1	2025	4	2026-04-02 12:39:04+00	report	%
1	7	1029	2025	4	2026-04-02 12:39:04+00	report	st
1	9	25050	2025	4	2026-04-02 12:39:04+00	report	st
1	10	578	2025	4	2026-04-02 12:39:04+00	report	st
1	36	656	2025	4	2026-04-02 12:39:04+00	report	SEK
1	50	2.3	2025	4	2026-04-02 12:39:04+00	report	%
1	8	175	2025	4	2026-04-02 12:39:04+00	report	st
1	5	65	2025	4	2026-04-02 12:39:04+00	report	%
1	16	-1.9	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	15	-3.2	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	14	-5.1	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	17	-9.9	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	13	-15.0	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	68	175.1	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	67	345.2	2025	4	2026-04-02 12:39:04+00	report	MSEK
1	69	25.3	2025	4	2026-04-02 12:39:04+00	report	MSEK
